,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0.1,1.1,2.1,3,4,5
0,0,0,0,0,0,0,0.0012811265670616,0.0011423402901075,-0.0045521677770848,-0.0036580274271766,0.0019945931689305,0.0038595189096183,0.0469447001345323,0.0280752990851512,0.0225852725533949,0.0171478347436535,0.0257094909565542,0.0233217993079585,0.0843400335932211,0.0835640394088669,0.1863587534457446,0.16245811498534296,0.15729864130744678,0.12824567474048443
1,0,0,0,0,0,0,0.0001064743259488,0.0,0.0,-0.0010662555801778,-0.0005406831069497,3.7110758746272675e-05,0.0047528853642993,0.0030964109781843,0.0021499663514327,0.0025670198392945,0.0026198023494313,0.0033256439830834,0.0198718413597733,0.0162909922589725,0.0314642779013746,0.031375916100769674,0.029743666244717637,0.023773933102652814
2,0,0,0,0,0,0,0.0025244719216899,0.0043080633814612,0.0161409957661886,0.0026849086296047,0.0096103125412106,0.007462636213353,0.0256425688593075,0.0376372273047149,0.0446303970530939,0.0535500959965868,0.0488196904717509,0.0507977700884275,0.0151239172453558,0.0227857142857142,0.0178673240299482,0.012659661832206612,0.011549143293277381,0.008801230296039976
3,0,0,0,0,0,0,-0.0016589386913961,0.0003718468393019,0.0030851028914635,0.0006037832803417,0.0017638137940129,0.002995850342431,0.0002053388090349,0.0004363124560168,0.0005419190309212,0.0005795349498684,0.0012231959724035,0.0014129181084199,0.0033601245957532,0.0027076002814919,0.0061148727470324,0.004280396113553261,0.004600802704479076,0.0035117262591310944
4,0,0,0,0,0,0,0.0030293663060278,0.0,0.0005251238964193,0.0,2.6374785704907923e-05,0.0026314901656488,0.0,0.0,0.0001345942691177,0.0004657612173789,0.0005724407980608,0.0010207612456747,0.0476962730326656,0.0479250527797325,0.0144363106724507,0.018900825091186572,0.031611520265374504,0.03192310649750095
5,0,0,0,0,0,0,0.0,0.0045358614451777,0.0,-0.001695731766066,-0.0065607279440853,0.0046118552005667,0.0004496211853006,0.0006597466572835,0.0002798144015867,0.0002435468961103,0.0005780346820809,0.0005978469819301,0.0767009327132793,0.0813944405348345,0.0199423139448419,0.027101729852104073,0.05607457079829022,0.05087043444828912
6,0,0,0,0,0,0,0.0017070238708569,0.0054805534152959,0.0021169057074404,0.0010534091274047,0.0,0.0,0.000107979890958,0.0,9.38617929373331e-05,3.022114769252182e-05,0.0009938467275778,0.0017147251057286,0.0537597420341447,0.0645109078114003,0.0172290697668584,0.03013515194896286,0.061277696002554435,0.05810226835832377
7,0,0,0,0,0,0,0.0041215868109222,0.0168872064587451,0.0085135711706981,0.0152680091209815,0.0220723987867599,0.0204142910158226,0.0057193938964809,0.0027322308233638,0.0013583395317536,0.0006435326743937,0.0011765802722357,0.001962706651288,0.0458996826192684,0.0482670654468684,0.0345335422606091,0.03929806681435866,0.04165698909747133,0.042453287197231834
8,0,0,0,0,0,0,-0.0015352910870684,0.0,-0.007154813088713,-0.0064232263866139,-0.0041935909270736,-0.0019938598562801,0.0,0.0002726952850105,0.0004179506251549,0.0004924269359311,0.0017732612343837,0.0019934640522876,0.1041211599689138,0.109002814919071,0.0172776540136214,0.031343337476530196,0.09125393710150223,0.0746163014225298
9,0,0,0,0,0,0,-0.0054611025244718,-0.0040099159157146,-0.0046013981423741,-0.0102835854449689,-0.0071838322563628,0.0072669613035996,0.0108050697443886,0.0091608022519352,0.0044876562887401,0.0146234800540425,0.0111392877121014,0.0095367166474433,0.0123195839705182,0.0130689655172413,0.0176387784628291,0.01033204212407441,0.012136024183214323,0.010369857747020376
10,0,0,0,0,0,0,-0.001586810922205,-0.0052862550668319,0.0022908529981293,0.0103702990011883,0.0300013187392852,0.0447353328160318,0.0646179990087092,0.0623011963406052,0.0556706690751956,0.0537349783118822,0.058163341413388,0.0613648596693579,0.1224577348391786,0.1344855735397608,0.1096596430926053,0.11852532137166442,0.13747837281769337,0.11474702037677803
11,0,0,0,0,0,0,-0.0309496822943499,-0.0182506448695185,-0.0052971873051297,-0.0021196647075825,-0.0036529078201239,0.0027529435579096,0.0216774056503576,0.0108216045038704,0.0052757411539687,0.0022505866458081,0.0030710423270557,0.0041983852364475,0.0326313182832359,0.0167125263898663,0.0146072243730425,0.003812565643458873,0.002586848903029879,0.001831603229527101
12,0,0,0,0,0,0,-0.0049046883049973,-0.000375196810827,-0.0025140306541073,-0.0061181231332497,0.0077245153633127,0.0281839344151681,0.0303795227642852,0.0265992258972554,0.0241880069422307,0.0240880324255137,0.0141021816147678,0.0198577470203768,0.1551093045701822,0.0930144264602392,0.093682034537224,0.05920050565374436,0.040324453072564916,0.03772433679354093
13,0,0,0,0,0,0,-0.0003434655675768,0.0,7.548656011030497e-05,0.001339242701609,0.0007088223658183,0.0009109004419553,0.004012957586915,0.0001741731175228,0.0,0.0012230676242622,0.0007570389707253,0.0011245674740484,0.0039701338714933,0.0003954961294862,0.0003368360262072,0.0014065324375397978,0.0007253186938994803,0.0011910803537101078
14,0,0,0,0,0,0,-0.0008346213292117,-0.0004086965260794,0.001073221963307,-0.0012332594662298,-0.0005769484372938,0.0,0.0002265807547971,0.0008356790992258,0.0004020118301278,0.0002915451895043,0.0002871527130337,0.0001441753171857,0.0008432931384592,0.0017642505277973,0.0006095662752039,0.0006385625011693821,0.000295729525389395,0.001033448673587077
