,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
MSM,0.03137001775052441,-0.019546649145860684,0.0013313363288400381,0.0325528568932378,0.04532361308677098,0.0004921778871506577,0.0,0.0,0.0,0.0,0.0,0.002373000527333502,0.0008229788607390543,0.05890275952693822,0.009385921118322472,0.0024986894985147058,0.015273826458036922,0.06549481455440329
MSMW,0.11516862998224946,0.03240801576872539,0.1043434847728407,0.11976236239734403,-0.04013157894736843,0.005589734575496608,0.0,0.0,0.0,0.0,0.0,0.0013183336262964085,0.009698241084395664,9.85545335085547e-05,-0.003944083874188764,8.736676568232848e-05,-0.003947368421052666,-0.0010898224644049436
MSW,0.04963692109085037,-0.003301576872536094,0.012231652521218151,0.06082474226804124,-0.01984352773826461,-0.01882580418351203,0.0,0.0,0.0,0.0,-0.016945234708392577,0.0005800667955704441,0.0011779893496853045,0.0010512483574244501,0.003744383424862674,-0.00034946706272936945,-0.00419630156472266,0.004113200914044712
Oth/Unk/Missing,0.014974987897369663,0.0453186596583443,0.04353469795307036,0.07043508649309801,0.06442034139402558,0.01629460362102305,0.0,0.0,0.0,0.0001223134719553487,0.00019559032716932602,0.0019159782035507722,0.00814910440535741,0.00037779237844940414,-0.005192211682476344,0.02215621177703998,-0.006187766714082554,-0.002003867111970414
Northeast,0.017185735033080483,0.043725361366622875,0.07834914295223827,0.030281320985497108,0.053431721194879066,-0.021269115837581277,0.00576085202517349,0.0,0.019304376768181097,0.02414817403459728,0.0,0.0,0.0,0.0,-0.015626560159760394,-0.023466713262275053,0.006703413940255987,0.01937071541571459
Southeast,-0.008810714862030045,0.11241787122207622,0.02128473955733063,0.021387384239035478,0.017087482219061145,-0.017700826155739126,0.0,0.017526281208935603,0.00464303544682979,0.0,0.0,0.0,-0.0006293367758593016,1.6425755584759117e-05,0.007671825594940873,0.001170714660143224,-0.0007467994310100257,0.047969766215503654
Southwest,0.08228174923350004,0.11964520367936929,0.02927275753037108,-0.010850952297745953,0.06820768136557606,0.009790824397960984,0.0,0.0006734559789750349,0.0,0.0011182946007339157,0.0,0.0,0.0,0.0,-0.000981860542519597,0.0,-0.0045341394025605,0.039760942169098326
West,-0.0032757786025496725,-0.0006898817345597719,3.3283408220963204e-05,0.0003669404158658018,-0.005529871977240408,0.03693091931798209,0.0,0.01573587385019711,0.025977700116491975,0.02189411147999306,-0.008001422475106656,0.009316224292494346,-0.00048410521219945937,-0.0004270696452037037,-0.004609752038608783,0.03498165297920669,0.023933143669985734,0.006503779223062112
Midwest,0.008423430692270407,0.09385676741130093,-0.019121318022965572,0.19016250218416914,-0.04578591749644382,0.02715767270170507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007391590013140603,0.046879680479281025,-0.001153241307006847,0.004249644381223295,0.0034276674283705956
PREV_REGION,-0.004066483782475427,0.0033672798948751748,0.014045598269262726,0.0034946706272933614,0.01269559032716926,0.013868869748637746,0.0,0.0,0.0,0.0,0.0,0.004236245385832338,-9.682104243993183e-05,0.0008869908015768813,0.006823098685305329,0.00809016250218414,0.00279160739687051,0.0010546669010371157
PREV_CLINIC,-0.0042601258673552024,0.014142575558475723,-0.001464469961724124,0.03319937095928708,0.0006223328591749456,0.019476182105818286,0.0,0.0,0.0030121484440007174,0.0023938493796960116,-0.020768136557610218,0.005273334505185479,0.025092786832338197,0.021484888304862004,0.029655516724912612,0.03166171588327797,-0.0032361308677098634,0.041905431534540405
DELTA_REGION,0.021687913506535372,0.019448094612352175,-0.00565817939757034,-0.0027258430892888597,-0.0031116642958748273,0.0071190015820003835,0.0,0.0,0.0,0.0,0.0,-0.0049042010898224355,3.227368081328841e-05,0.0007063074901445421,0.0009485771342985117,0.00024462694391051975,0.001226884779516313,0.0044647565477237364
DELTA_CLINIC,-0.0008875262223656977,0.02153416557161632,-0.0013313363288401047,0.005748733181897591,0.013068990042674223,-0.005906134645807681,0.0,0.0,0.0,0.0,0.008161450924608848,0.029899806644401516,0.05049217363240277,0.00016425755584758005,0.0625894491595939,0.05853573300716405,0.0049253200568989295,0.009984179996484488
